의료기관명,의료기관주소(도로명),의료기관전화번호,법정동,진료과
한빛치과의원,"경기도 성남시 분당구 성남대로 934, 401호 (야탑동, 궁전프라자)",031-702-0515,,치과
수치과의원,"경기도 성남시 분당구 돌마로 478, 302호 (서현동, 창인프라자)",031-781-2875,,치과
연세수치과의원,"경기도 성남시 분당구 성남대로925번길 16, 성남(분당)여객자동차터미널 2층 111~114호 (야탑동)",031-709-7382,야탑동,치과
한미치과의원,"경기도 성남시 분당구 이매로 51, 305호 (이매동, 한라프라자)",031-705-2814,,치과
성가치과의원,"경기도 성남시 분당구 야탑로69번길 24-8, 411호 (야탑동, 분당종합상가)",031-704-4555,,치과
안경모치과의원,"경기도 성남시 분당구 돌마로 364, 3층 11호 12호 (수내동, 현대제일상가)",031-719-0222,,치과
서울SD치과의원,"경기도 성남시 분당구 미금로 44, 4층 일부호 (구미동, 국민프라자)",031-719-2289,,치과
예손치과의원,"경기도 성남시 분당구 서현로210번길 14, 304호 (서현동, 유성트윈프라자 동관)",031-704-2888,,치과
진익재치과의원,"경기도 성남시 분당구 서현로210번길 16, 301호 (서현동, 유성트윈프라자 서관)",031-708-2871,,치과
우방치과의원,"경기도 성남시 분당구 돌마로 73, 301호 (금곡동, 우방코아)",031-717-7582,,치과
탑치과의원,"경기도 성남시 분당구 판교로 435 (야탑동, 동양프라자)",031-708-2666,,치과
신현대치과의원,"경기도 성남시 분당구 매화로 92, 201호 (야탑동, 매화마을 공무원아파트상가)",031-707-7153,,치과
가온치과의원,"경기도 성남시 분당구 돌마로 87, 303호 (금곡동, 골드프라자)",031-718-2727,,치과
예인치과의원,"경기도 성남시 분당구 내정로17번길 2, 4002호 (정자동, 한솔프라자)",031-718-0095,,치과
소영치과의원,"경기도 성남시 분당구 정자로 78, 201호 (정자동, 영동프라자)",031-717-3497,,치과
최낙구치과의원,"경기도 성남시 분당구 성남대로779번길 54, 402호 (이매동, 동산쇼핑)",031-705-7742,,치과
이가편한치과의원,"경기도 성남시 분당구 돌마로 68, 403호 (구미동, 분당프라자)",031-716-2883,,치과
분당연세치과의원,"경기도 성남시 분당구 느티로 71, 304호 (정자동, 현대프라자)",,,치과
본치과의원,"경기도 성남시 분당구 성남대로 906, 5층일부호 (야탑동, 국민은행)",031-703-7683,,치과
이승호치과의원,"경기도 성남시 분당구 이매로 13, 306호 (이매동, 뉴선경프라자)",031-707-1246,,치과
분당상아치과의원,"경기도 성남시 분당구 내정로 29, 203,204호 (정자동, 금곡프라자)",031-714-4466,,치과
소망치과의원,"경기도 성남시 분당구 황새울로258번길 43, 409,410호 (수내동, 수내프라자)",031-718-6180,,치과
세신치과의원,"경기도 성남시 분당구 야탑로 95, 502호 (야탑동, 세신옴니코아)",031-701-3572,,치과
엘치과의원,"경기도 성남시 분당구 성남대로916번길 7, 104호 (야탑동, 서일빌딩)",031-705-1618,,치과
서울바른이치과의원,"경기도 성남시 분당구 서현로 184, 215호 (서현동, LG분당에클라트)",031-707-2875,,치과
연플러스치과의원,"경기도 성남시 분당구 판교로 434, 3층 (이매동, 명건빌딩)",031-705-2025,,치과
류장춘치과의원,"경기도 성남시 분당구 양현로94번길 21, 305호 (이매동, 분당코아빌딩)",031-706-6640,,치과
박상복치과의원,"경기도 성남시 분당구 불정로376번길 37, 303호 (서현동, 범한프라자)",031-702-5743,,치과
문치과의원,"경기도 성남시 분당구 서현로 181, 303호 (이매동, 한신아파트단지내상가)",031-704-4812,,치과
김희삼치과의원,"경기도 성남시 분당구 내정로166번길 43, 303호 (수내동, 금산프라자)",031-712-2742,,치과
안진구치과의원,"경기도 성남시 분당구 장미로 55, 195동 204,304호 (야탑동, 근린상가)",031-704-7770,,치과
분당세란치과의원,"경기도 성남시 분당구 돌마로476번길 31, 211호 (서현동, 임광근린상가)",031-702-5450,,치과
윤덕상치과의원,"경기도 성남시 분당구 돌마로 481, 3층 307호 (서현동, 분당우성프라자)",031-701-9575,,치과
박성호치과의원,"경기도 성남시 분당구 돌마로 361, 501호 (수내동, 동신코아빌딩)",031-712-0638,,치과
연세이사랑치과의원,"경기도 성남시 분당구 내정로166번길 7-3, 301호 (수내동, 서기빌딩)",031-712-1027,,치과
박진치과의원,"경기도 성남시 분당구 내정로 170, 305호 (수내동, 동신파크빌딩)",031-712-0497,,치과
지성치과의원,"경기도 성남시 분당구 내정로165번길 38, 2층 37호 (수내동, 양지마을 602동 상가)",031-711-9241,,치과
조구치과의원,"경기도 성남시 분당구 내정로165번길 38, 231호 (수내동, 양지마을602동 상가)",031-711-2888,,치과
미루나무치과의원,"경기도 성남시 분당구 운중로 249, 501호 (판교동)",031-8016-9430,판교동,치과
목길수치과의원,"경기도 성남시 분당구 중앙공원로39번길 7, 207호 (서현동, 삼성한신상가)",031-701-2875,,치과
서현치과의원,"경기도 성남시 분당구 중앙공원로40번길 8, 215호 (서현동, 현대복합상가)",031-701-8345,,치과
장세원치과의원,"경기도 성남시 분당구 내정로173번길 11, 214호 (수내동, 대명제스트)",031-714-9506,,치과
연세e튼튼치과의원,"경기도 성남시 분당구 양현로310번길 25, 뉴씨티모텔 304호 (야탑동)",031-758-2877,야탑동,치과
한음한방신경정신과한의원,"경기도 성남시 분당구 황새울로360번길 21, 1102호 (서현동, 신영팰리스타워)",031-781-7510,,정신건강의학과
새로분당예치과병원,"경기도 성남시 분당구 황새울로258번길 37, 흥국생명빌딩 2층 (수내동)",031-713-2828,수내동,치과
드림분당예치과병원,"경기도 성남시 분당구 황새울로258번길 37, 흥국생명빌딩 2층 (수내동)",031-713-2875,수내동,치과
스마일분당예치과병원,"경기도 성남시 분당구 황새울로258번길 37, 흥국생명빌딩 2층 (수내동)",031-718-2828,수내동,치과
밸런스치과병원,"경기도 성남시 분당구 분당내곡로 117, 알파돔타워Ⅳ 3층 301호 (백현동)",031-622-7528,백현동,치과
드라마치과병원,"경기도 성남시 분당구 정자일로198번길 15, 7층 일부호 (정자동, 제나프라자)",031-716-2895,,치과
국군수도치과병원,"경기도 성남시 분당구 새마을로177번길 81, 66호 (율동)",031-725-6419,율동,치과
형치과병원,경기도 성남시 분당구 미금로 40 (구미동),031-714-5000,구미동,치과
